community_id,community_size,dominant_experience_reference,reference_share_junior,reference_share_mid,reference_share_senior,top_title_keywords,rep_job_id_1,rep_text_1,rep_similarity_1,rep_job_id_2,rep_text_2,rep_similarity_2,rep_job_id_3,rep_text_3,rep_similarity_3,rep_job_id_4,rep_text_4,rep_similarity_4,rep_job_id_5,rep_text_5,rep_similarity_5,avg_min_years_extracted,avg_max_years_extracted,avg_has_years_mention,avg_junior_term_count,avg_mid_term_count,avg_senior_term_count,avg_has_leadership_terms,avg_has_ownership_terms,avg_has_strategy_terms,avg_has_support_terms,avg_requires_bachelor,avg_requires_master,avg_requires_phd,avg_requires_certification,avg_mentions_fast_paced,avg_mentions_deadlines,avg_mentions_independent_work,avg_mentions_client_management,avg_entry_barrier_score,avg_semantic_text_word_count
648,22,mid,0.318,0.682,0.0,"project, engineer, manager, senior, engineering, electrical, construction, estimator, assistant, transportation, development, local",3905248821,senior project engineer [SEP] senior project engineer responsible for developing solutions to complex engineering problems which requires use of ingenuity and creativity. analyzes scope of project and determines engineering requirements establishes criteria develops economic and feasibility studies and evaluates engineering designs and procedures. maintains the aboveground storage tank inspection program astip for the assigned area and supports the department of transportation s dot pipeline and hazardous material safety administration phmsa programs. provides counsel and assistance in technical matters to engineers integrity management personnel technicians and supervisory personnel. directs and coordinates team or task force effort toward the solution of major project development and des,0.8147,3900944991,senior project engineer [SEP] looking for a project engineer to manage complex engineering tasks across various projects including solar and wind facilities environmental retrofits and ct installations. responsibilities involve coordinating engineering activities ensuring timely delivery of deliverables and resolving technical issues. minimum requirements include 6+ years of related engineering experience with a bachelor s degree in engineering accredited by abet or 4+ years with a master s/phd. pe registration is preferred. principal accountabilities coordinate engineering activities for generation capital projects.ensure timely production of engineering deliverables meeting stakeholder expectations.lead discussions to resolve technical problems.present complex technical subjects persuasi,0.8143,3904388628,project engineer [SEP] note the job is open for entry-level mid-level and senior-level engineers. rate/salary varies depending on the total experience knowledge. job summary responsible for developing solutions to engineering problems that require the use of ingenuity and creativity. analyzes scope of the project and determines engineering requirements develops economic and feasibility studies and performs engineering designs in accordance with applicable specifications and procedures. supports as required the above ground storage tank inspection program astip and the integrity management im program. provides technical assistance to operational personnel. participates in and helps direct and coordinate team or task force effort toward the solution of project development and design problems,0.8075,3899526245,senior electrical engineer [SEP] faith group llc is headquartered in saint louis mo and is a leader in providing design and consulting for clients requiring solutions to their facilities and infrastructure challenges in the transportation government commercial and education markets.position description the candidate will be responsible for the design of a variety of facility electrical systems and subsystems including power distribution systems lighting and lighting controls telecommunication fiber optics generators ups security systems cctv fire alarm and other specialized communication systems. ideal candidate will have experience with the design of security access control and cctv voice/data structured wiring outside plant audio/visual fire alarm and communication systems.primary duties,0.7913,3903477376,engineering assistant [SEP] job description general responsibilities partner with and provide support to engineering and environmental staff on current and future projects. perform administrative tasks of a technical nature related to specific engineering or environmental projects draft specific written report sections and track project status and related contracts. essential roles and responsibilities prepare specific written report sections and associated drawings and attachments.draft proposals and fee estimates for standard or routine projects.maintain updates to project status including subtask timelines and deliverable dates including financials.draft track and maintain project change orders.perform project registration and invoicing tasks.maintain inventory of contracts for each pro,0.7863,4.0,6.182,0.5,2.636,1.727,1.227,0.5,0.636,0.364,0.818,0.545,0.318,0.045,0.5,0.0,0.182,0.227,0.682,3.591,493.545
668,22,junior,0.864,0.136,0.0,"technician, fire, alarm, service, sprinkler, residential, security, inspector, field, installer, need, nicet",3903877649,fire alarm service technician [SEP] description the fire alarm and security system technician is responsible for troubleshooting low voltage fire alarm and security systems and resolving any problems. this position requires a thorough understanding of fire alarm and security products supporting software and electrical systems. essential duties and responsibilities installation service and inspections of fire alarms and associated systems completion of all necessary paperwork associated with service and inspections communicate with customer before and after any call to explain work performed ensure timely job completion daily communications with project manager and/or schedule coordinator on inspection or project delays requirements and general status of job take turns in on-call rotation m,0.9001,3887575324,fire alarm service technician [SEP] description the fire alarm and security system technician is responsible for troubleshooting low voltage fire alarm and security systems and resolving any problems. this position requires a thorough understanding of fire alarm and security products supporting software and electrical systems. essential duties and responsibilities installation service and inspections of fire alarms and associated systems completion of all necessary paperwork associated with service and inspections communicate with customer before and after any call to explain work performed ensure timely job completion daily communications with project manager and/or schedule coordinator on inspection or project delays requirements and general status of job take turns in on-call rotation m,0.9001,3905673610,nicet ii fire alarm technician [SEP] as the eyes and ears of fire suppression we are excited to make you aware of a career opportunity with a company who cares. genuinely about each and every one of their team and invest the time and money to allow you to grow. nicet required if you are serious about your career want to be surrounded by others who are and supported throughout a full term career this is where you need to be. qualifications 3 or more years of experience in security fire alarm or the low voltage industry previous experience in security installation maintenance or other related fields familiarity with hand and power tools ability to handle physical workload strong troubleshooting and critical thinking skills strong attention to detail responsibilities install and program new a,0.8666,3894557315,fire alarm technician [SEP] are you interested in working for the nation s leading fire protection company and beginning a rewarding and satisfying career that helps save the lives of thousands each year do you want to be a part of a growing and expanding team of industry experts if so exploring career opportunities with summit fire protection may be right for you summit fire protection a subsidiary of summit companies is a premier firm in the fire protection and fire life safety industry with offices throughout the midwest. we are currently seeking a fire alarm security technician to join our team in our phoenix arizona office with focus on fire detection alarm service and inspections. the successful candidate will be dependable and capable of inspecting servicing and maintaining various ,0.8384,3905663028,fire alarm inspector iii [SEP] what you will do inspectors are responsible for conducting routine inspections testing service and preventative maintenance on electrical sprinkler or suppression life safety product lines as well as similar competitive manufacturers product lines. how you will do it work with low voltage wiring and associated devices for the operation of low voltage equipment. complete service acknowledgements with proper coding through communication devices such as laptop computers and/or hard copy. follow and maintain a highly structured inspection schedule. input retrieve and archive inspection documents via laptop computer. make minor repairs and programming changes to systems being inspected. provide technical training to less senior inspectors and trainees. complete as,0.8376,3.0,3.333,0.273,1.227,1.0,1.409,0.364,0.364,0.227,0.591,0.0,0.045,0.0,0.682,0.0,0.091,0.045,0.955,2.0,467.591
666,22,mid,0.409,0.591,0.0,"engineer, electrical, substation, senior, mid, 000, design, controls, solar, entry, plc, developer",3902341653,electrical engineer [SEP] overview description this electrical engineer position will support the substation design teec organization in the transmission services t business line.this electrical engineer will review check and design electrical drawings for electrical power substations review and check electrical drawings for electrical facilities conduct station service system analysis and short circuit and arc flash studies.requirementseducation corresponding experience bachelor of science degree in electrical engineering or directly related engineering discipline.6 months of experience and knowledge of electrical engineering concepts principles and practices applicable to components and facilities found on a regional transmission system. required technical skills experience 6 months of e,0.8619,3905335739,entry-level substation electrical engineer [SEP] entry-level substation electrical engineer job summary power engineers is seeking an entry-level substation electrical engineer to work in the power delivery substation department in our denver office located in lakewood colorado. responsibilities the entry-level substation electrical engineer will share responsibility with the rest of the department to produce a product consistent with power s mission statement and culture. they are expected to support the department in achieving its goals maintain power s high-quality standards promote internal teamwork and meet the needs of our clients. perform the detailed design of low to extra-high voltage substations including but not limited to one-line diagramsschematicswiring diagramsscadacommunica,0.8467,3906254718,senior substation design engineer [SEP] senior substation design engineer job summary power engineers is currently seeking a senior level electrical or mechanical engineer with substantial experience in substation design or equivalent to work in the power delivery substation department in our madison wisconsin office. this is an in-office position but flexibility is available for a hybrid work environment employee will need to live within driving distance of the office . roles and responsibilities perform and direct others in the detailed design of medium to extra high voltage utility substationsone-line diagrams elementary and wiring diagrams scada communications conduit and cable sizing/routing substation physical layouts selection of substation equipment writing of substation equipment ,0.8297,3906253811,mid level substation physical design engineer [SEP] mid level substation physical design engineer job summary power engineers inc. is currently seeking a mid level electrical or mechanical engineer with experience in substation physical design to work in the power delivery substation department in our madison wisconsin office. this is an in-office position but flexibility is available for a hybrid work environment employee will need to live within driving distance of the office . roles and responsibilities perform and direct others in the detailed design of medium to extra high voltage utility substations. perform detailed design of one-line diagrams general arrangements elevations ac service calculations conduit and cable sizing/routing substation physical layouts ground grid layouts and ,0.8236,3905333903,senior substation project engineer [SEP] senior substation project engineer job summary power engineers is currently seeking a senior level electrical engineer in the covington/madisonville louisiana area to work as a substation project engineer in the power delivery substation department of our houston texas office. the position will be fully remote initially with the flexibility of being partially remote or in the office once a local office is opened. roles and responsibilities grow and manage relationships with local clients.mentor less experienced staff in substation project execution.perform and direct others in the detailed design of medium to extra high voltage utility substations including one-line diagrams three line diagrams ac/dc schematics elementary and wiring diagrams scada c,0.8123,6.1,6.6,0.455,1.0,0.682,0.5,0.273,0.227,0.227,0.545,0.773,0.227,0.045,0.318,0.0,0.0,0.0,0.727,1.727,364.773
667,22,mid,0.318,0.682,0.0,"engineer, instrumentation, controls, electrical, design, senior, iii, process, control, inspector, field, designer",3884441802,instrumentation controls engineer ii [SEP] overview merrick is seeking an experienced instrumentation controls engineer to serve in a variety of energy markets including refining midstream and downstream oil gas power and renewable fuels. this is a direct hire position and can be located in our tulsa ok greenwood village co or richmond va offices. typical annual pay range for this position is 80 000.00 - 105 000.00. pay offered may vary depending on job related knowledge skills and experience. scope/key responsibilities the i c engineering position will include the following key responsibilities provide i c engineering input in a dynamic multi-discipline environment engineering state-of-the-art instrumentation and control systems and retrofits and upgrades to existing systems.interfacing w,0.857,3900073290,instrumentation and control engineer [SEP] our client is seeking a senior i c engineer to work in ingleside tx for an initial 8 month assignment. responsibilities provide expert level technical guidance and direction to resolve any issues or challenges encountered during installation commissioning or maintenance activities.provides expertise to project team in instrumentation related activitiesconduct field inspections to verify the quality and integrity of installed instrumentation equipment and systems.as a technical authority responsible for leading planning and delivering engineering solutions and supporting instrumentation and controls team during the construction and commissioning phase of the project.accountable to coordinate with project managers engineering teams and subcontractor,0.8488,3903818151,instrumentation controls engineer [SEP] job description the opportunitydo you want the opportunity to work at the forefront of industrial innovation do you have a deep understanding of industrial processes instrumentation and control systems if you are passionate about optimizing industrial automation processes while getting ready-made systems to work together to achieve something greater we encourage you to apply for our instrumentation controls engineer position with our automation digitalization division. in this position you will leverage your instrumentation expertise to drive digital transformation and operational excellence within the manufacturing industry.the preferred location for this position is alpharetta ga however we will welcome highly skilled and experienced candidates res,0.8291,3903822114,senior instrumentation controls field engineer [SEP] job description the opportunitydo you want the opportunity to work at the forefront of industrial innovation do you have a deep understanding of industrial processes instrumentation and control systems if you are passionate about optimizing industrial automation processes and becoming a key link between engineering client and contractors we encourage you to apply for our senior instrument control system field engineer position with our automation digitalization division. in this position you will leverage your instrumentation controls and project management skills to drive digital transformation and operational excellence within the manufacturing industry..the preferred location for this position is alpharetta ga however we will welcome ,0.8226,3884444613,instrumentation controls engineer iii [SEP] overview merrick is seeking an experienced instrumentation controls engineer iii to serve in a variety of energy markets including refining midstream and downstream oil gas power and renewable fuels. this is a direct hire position with merrick company and can be located in our tulsa ok greenwood village co chattanooga tn richmond va newport news va or baltimore md offices. typical annual pay range for this position is 95 000.00 - 120 000.00. pay offered may vary depending on job related knowledge skills and experience. scope/key responsibilities the i c engineering position will include the following key responsibilities provide i c engineering input in a dynamic multi-discipline environment. engineering state-of-the-art instrumentation and contr,0.8199,6.833,8.667,0.545,2.227,1.0,1.091,0.273,0.5,0.409,0.773,0.591,0.136,0.045,0.227,0.0,0.045,0.0,0.682,2.545,543.591
672,22,mid,0.045,0.955,0.0,"sap, consultant, scm, senior, functional, analyst, ewm, lead, configuration, architect, developer, isu",3905862977,sap data analyst [SEP] no c2c candidates no sponsorshipmust be willing to relocate or currently in illinois job summary we are seeking a highly skilled and self-motivated sap data migration specialist to join our dynamic team. this role requires broad knowledge of sap ecc/s4 functionality strong technical skills in sql and data analysis and extensive experience in data migrations and conversions. the successful candidate will be instrumental in leading the design and implementation of sap project deliverables ensuring high-quality data integration migration and system efficiency. key responsibilities lead sap data migration projects ensuring compliance with functional and technical specifications.design plan and implement data migration strategies from legacy systems to sap s/4hana focusin,0.8147,3905885043,sap isu-mpm idex functional consultant [SEP] dice is the leading career destination for tech experts at every stage of their careers. our client e-solutions inc. is seeking the following. apply via dice today job title isu-mpm idex functional consultant location- wall township nj option for onsite/hybrid or remote with periodic travel to the client site t e reimbursed. currently the team is onsite 1-2 times per month depending on key activities of the project. job description/ responsibilities we are seeking a highly skilled and experienced architect business associate with a strong background in sap is-utilities dex and sap is-utilities energy data management sap isu mpm. good understanding of sap isu mpm process. with a minimum of 7 to 11 years of experience the ideal candidate will play,0.799,3902756740,sap production support [SEP] here at siemens we take pride in enabling sustainable progress through technology. we do this through empowering customers by combining the real and digital worlds. improving how we live work and move today and for the next generation we know that the only way a business thrive is if our people are thriving. that s why we always put our people first. our global diverse team would be happy to support you and challenge you to grow in new ways. who knows where our shared journey will take you we are looking for a sap production support professional in our broken arrow ok location. we are seeking an experienced sap production support person to join our team. the successful candidate will be responsible for providing technical support for the siemens spiridon sap sy,0.789,3900959360,sap public cloud consultant [SEP] title sap public cloud techno-functional consultantlocation 100 remote - east coast hoursduration 6 month contract + extensions required skills and experience - sap public cloud experience with one implementation - experience with doing both technical and functional work with the client on updates - understand sap professional services model if not sap project systems - system integration and test - user acceptance testing - data migration experience - functional lead and leadership quality job description we are looking for a sap public cloud engineer to help us with a migration with a client. this client has about 200 end users and they are going off a non sap platform to public cloud you will be helping them with sit system integration test data migrati,0.7887,3904940052,sap isu billing consultant [SEP] we have multiple openings for sap isu-mpm consultant in wall township nj remote- contract . please read further about the job profile title sap is-u mpm consultantlocation wall township nj option for onsite/hybrid or remote with periodic travel duration 10+ monthscontract- c2c /w2 overview option for onsite/hybrid or remote with periodic travel to the client site t e reimbursed. currently the team is onsite 1-2 times per month depending on key activities of the project. responsibilities we are seeking a highly skilled and experienced architect business associate with a strong background in sap is-utilities dex and sap is-utilities energy data management sap isu mpm. good understanding of sap isu mpm process.with a minimum of 7 to 11 years of experience the ,0.7885,6.625,8.5,0.364,1.909,3.045,2.636,0.545,0.364,0.227,0.636,0.227,0.136,0.0,0.136,0.0,0.0,0.227,0.864,2.636,413.0
671,22,mid,0.136,0.864,0.0,"physician, sign, bonus, available, assistant, nurse, practitioner, family, health, medicine, care, manager",3903476319,family nurse practitioner or physician assistant - sign-on bonus available [SEP] about us one medical is a primary care solution challenging the industry status quo by making quality care more affordable accessible and enjoyable. but this isn t your average doctor s office. we re on a mission to transform healthcare which means improving the experience for everyone involved - from patients and providers to employers and health networks. our seamless in-office and 24/7 virtual care services on-site labs and programs for preventive care chronic care management common illnesses and mental health concerns have been delighting people for the past fifteen years. in february 2023 we marked a milestone when one medical joined amazon. together we look to deliver exceptional health care to more cons,0.9715,3904728340,family nurse practitioner or physician assistant - sign-on bonus available [SEP] about us one medical is a primary care solution challenging the industry status quo by making quality care more affordable accessible and enjoyable. but this isn t your average doctor s office. we re on a mission to transform healthcare which means improving the experience for everyone involved - from patients and providers to employers and health networks. our seamless in-office and 24/7 virtual care services on-site labs and programs for preventive care chronic care management common illnesses and mental health concerns have been delighting people for the past fifteen years. in february 2023 we marked a milestone when one medical joined amazon. together we look to deliver exceptional health care to more cons,0.9715,3903472855,family nurse practitioner or physician assistant - sign-on bonus available [SEP] about us one medical is a primary care solution challenging the industry status quo by making quality care more affordable accessible and enjoyable. but this isn t your average doctor s office. we re on a mission to transform healthcare which means improving the experience for everyone involved - from patients and providers to employers and health networks. our seamless in-office and 24/7 virtual care services on-site labs and programs for preventive care chronic care management common illnesses and mental health concerns have been delighting people for the past fifteen years. in february 2023 we marked a milestone when one medical joined amazon. together we look to deliver exceptional health care to more cons,0.9715,3903474676,family nurse practitioner or physician assistant - sign-on bonus available [SEP] about us one medical is a primary care solution challenging the industry status quo by making quality care more affordable accessible and enjoyable. but this isn t your average doctor s office. we re on a mission to transform healthcare which means improving the experience for everyone involved - from patients and providers to employers and health networks. our seamless in-office and 24/7 virtual care services on-site labs and programs for preventive care chronic care management common illnesses and mental health concerns have been delighting people for the past fifteen years. in february 2023 we marked a milestone when one medical joined amazon. together we look to deliver exceptional health care to more cons,0.9715,3904722882,nurse practitioner or physician assistant - sign-on bonus available [SEP] about us one medical is a primary care solution challenging the industry status quo by making quality care more affordable accessible and enjoyable. but this isn t your average doctor s office. we re on a mission to transform healthcare which means improving the experience for everyone involved - from patients and providers to employers and health networks. our seamless in-office and 24/7 virtual care services on-site labs and programs for preventive care chronic care management common illnesses and mental health concerns have been delighting people for the past fifteen years. in february 2023 we marked a milestone when one medical joined amazon. together we look to deliver exceptional health care to more consumers e,0.9617,2.154,2.154,0.591,0.591,0.227,0.545,0.182,0.136,0.909,0.955,0.091,0.182,0.0,0.864,0.0,0.0,0.045,0.409,2.682,786.727
670,22,junior,0.818,0.182,0.0,"hvac, technician, mechanic, engineer, air, conditioning, service, foreman, 5000, sign, bonus, heating",3902762024,hvac service technician up to 5000 sign on bonus [SEP] description rk company overview as a second-generation family-owned enterprise rk industries llc rk offers a diverse range of construction manufacturing advanced fabrication and building services. led by rick and jon kinning rk represents seven distinct lines of business that work together to provide seamless project collaboration. our exclusive building methodologies accredited safety standards and professional execution allow us to turn our customers greatest concepts into reality. position and responsibilities overview hvac mechanical equipment.diagnoses and repairs.equipment start ups.quality control inspections on rk mechanical service work.technical trouble shooting and diagnostics.inspections. qualifications indirect supervision,0.8475,3902755769,hvac service technician up to 5000 sign on bonus [SEP] description rk company overview as a second-generation family-owned enterprise rk industries llc rk offers a diverse range of construction manufacturing advanced fabrication and building services. led by rick and jon kinning rk represents seven distinct lines of business that work together to provide seamless project collaboration. our exclusive building methodologies accredited safety standards and professional execution allow us to turn our customers greatest concepts into reality. position and responsibilities overview hvac mechanical equipment.diagnoses and repairs.equipment start ups.quality control inspections on rk mechanical service work.technical trouble shooting and diagnostics.inspections. qualifications indirect supervision,0.8475,3902762025,hvac service technician [SEP] description rk company overview as a second-generation family-owned enterprise rk industries llc rk offers a diverse range of construction manufacturing advanced fabrication and building services. led by rick and jon kinning rk represents seven distinct lines of business that work together to provide seamless project collaboration. our exclusive building methodologies accredited safety standards and professional execution allow us to turn our customers greatest concepts into reality. position and responsibilities overview hvac mechanical equipment.diagnoses and repairs.equipment start ups.quality control inspections on rk mechanical service work.technical trouble shooting and diagnostics.inspections. qualifications indirect supervision.hold and retain relevant,0.8348,3888940634,hvac technician - indianapolis in [SEP] at pearce we ve got a career for you. join the nation s leading independent service provider for critical telecommunication and renewable energy infrastructure. with over 2 000 team members nationwide pearce delivers comprehensive engineering maintenance repair and repowering solutions ensuring the seamless operation of our nation s wireless and wireline telecom commercial and utility-scale solar and wind projects ev charging stations as well as large-scale power generation and energy storage assets. your impact pearce is seeking skilled hvac technicians to join our team servicing and repairing commercial hvac units on cell phone towers. this is a fast-paced and rewarding job that is best suited for individuals who are responsible self-directed highl,0.8118,3901937806,hvac technician level i [SEP] at pearce we ve got a career for you. join the nation s leading independent service provider for critical telecommunication and renewable energy infrastructure. with over 2 000 team members nationwide pearce delivers comprehensive engineering maintenance repair and repowering solutions ensuring the seamless operation of our nation s wireless and wireline telecom commercial and utility-scale solar and wind projects ev charging stations as well as large-scale power generation and energy storage assets. your impact pearce is seeking skilled travel commercial hvac technicians level i to join our team for servicing and repairing commercial hvac units on renewable energy sites located throughout united states. this is a fast-paced and rewarding job that is best suit,0.8108,3.571,4.286,0.318,0.727,1.364,0.727,0.227,0.364,0.455,0.273,0.045,0.091,0.0,0.773,0.0,0.0,0.091,0.636,2.273,495.909
669,22,junior,0.636,0.364,0.0,"engineer, civil, senior, structural, project, design, water, resources, substation, cad, technician, transportation",3904386302,civil engineer [SEP] header k a engineering consulting p.c. k a - is a people-first organization. we value knowledge and learning. we believe in the power of connection and collaboration and we seek to build relationships that mean something. we employ some of the best and brightest in our industry and we work hard to maintain a culture that our people can be proud of. our company has earned its reputation through challenging work uncompromising precision and continuous learning and adapting. k a engineering is a privately held providing comprehensive consulting engineering and design program/project management construction management and support services to power utility and industrial clients. k a s experience includes all aspects of generation transmission substations distribution energ,0.8405,3904387279,civil engineer [SEP] header k a engineering consulting p.c. k a - is a people-first organization. we value knowledge and learning. we believe in the power of connection and collaboration and we seek to build relationships that mean something. we employ some of the best and brightest in our industry and we work hard to maintain a culture that our people can be proud of. our company has earned its reputation through challenging work uncompromising precision and continuous learning and adapting. k a engineering is a privately held providing comprehensive consulting engineering and design program/project management construction management and support services to power utility and industrial clients. k a s experience includes all aspects of generation transmission substations distribution energ,0.8342,3904985681,civil engineer [SEP] header k a engineering consulting p.c. k a - is a people-first organization. we value knowledge and learning. we believe in the power of connection and collaboration and we seek to build relationships that mean something. we employ some of the best and brightest in our industry and we work hard to maintain a culture that our people can be proud of. our company has earned its reputation through challenging work uncompromising precision and continuous learning and adapting. k a engineering is a privately held providing comprehensive consulting engineering and design program/project management construction management and support services to power utility and industrial clients. k a s experience includes all aspects of generation transmission substations distribution energ,0.8282,3904946908,civil engineer [SEP] this jobot job is hosted by lincoln sprague are you a fit easy apply now by clicking the apply now button and sending us your resume. salary 65 000 - 85 000 per year a bit about us based in everett wa with offices across the region we are a 100m top ranked civil engineering firm our core values are centered around our people and our clients. we believe that putting your employees first is not only the right thing to do but it also gives us the competitive edge to ensure our clients have an excellent experience over the years our reputation for providing our people with the very best has caught the eye of some reputable clients who have chosen to use us as their primary firm if you are an experienced civil engineer then please apply why join us do you want to work with ,0.8161,3905200460,civil project engineer [SEP] are you ready to engineer your career at imeg one of the largest design consulting firms in the u.s. we strive to provide exciting and rewarding career opportunities to our team members. we work hard and are passionate about what we do but also love to have fun along the way. we celebrate the ability to be a firm of over 2500 employees in the us and beyond who still provides a local office approach and feel to each of our employee-owners. from opportunities to get involved and give back locally through our community involvement committees to the ability to partner with exciting clients we take our jobs seriously but have a great time in the process. as a company we believe in investing in our team members and providing an environment for expansive growth. we pu,0.8154,2.8,3.2,0.227,1.591,1.591,1.5,0.318,0.273,0.364,0.773,0.727,0.409,0.0,0.727,0.0,0.136,0.5,0.864,2.818,475.545
657,22,mid,0.227,0.773,0.0,"estimator, mep, construction, cost, lead, electrical, mechanical, azco, appleton, infrastructure, projects, bergen",3901623473,estimator [SEP] are you an experienced estimator looking for an exciting opportunity in the world of machinery manufacturing our client a leading player in the global machinery manufacturing industry is seeking a talented individual to join their team as an estimator. responsibilities update and maintain the project calendar while keeping an eye on deadlinesprepare accurate cost estimates for greenfield projects and upgrades considering materials labor and other relevant factorsprovide timely and comprehensive reports on project cost estimates variations and budget trackingconduct thorough research on materials equipment and labor costs to ensure competitiveness and profitability.develop and maintain relationships with suppliers and subcontractors to obtain the best pricing and termspartne,0.8416,3901943463,estimator [SEP] established in 1992 greenwood industries is a privately held company that s grown to become one of the top 10 commercial roofing and building envelope systems contractors in the united states. we are headquartered in worcester massachusetts with nine locations throughout the northeast. we are currently looking to bring on a skilled estimator based out of our headquarters in worcester ma. a successful candidate will perform a variety of tasks and activities in the estimating function that may include but not be limited to interpret plans specifications and addenda to prepare accurate timely bids.solicit subcontractor and supplier quotes as needed.produce schedules of values for billing.review and interpret asis/rfis and price change orders.assist project managers superintend,0.8414,3900094542,mep estimator [SEP] summary arcadis dps is currently seeking a mep estimator with advanced technology construction experience to join our growing team in support of high-tech construction projects in albany ny. the estimator will report directly to the senior estimator and assist in the preparation and tracking of activities on complex high-tech construction projects for a major microelectronics manufacturing client. successful candidates will have experience working in industrial construction preferably supporting advanced technology clientele possess above average proficiency in ms excel/ms office suite and estimating software and have strong communication skills. responsibilities preparing and issuing bid documents for vendors to price.answering questions from vendors which may include ,0.8347,3887994918,mechanical estimator [SEP] the mechanical estimator compiles estimates of cost on special parts or products as a basis for pricing purposes. must have engineering knowledge and be able to interpret engineering layouts and data. requires extensive knowledge of designs manufacturing processes and procedures with direct experience in welding automation and/or robotic equipment. responsibilities biw experience strongly preferred. compiles estimates of cost on special parts or products as a basis for pricing purposes.interpret engineering layouts and data.maintains thorough knowledge of detroit auto industry base suppliers for design and manufacturing of details and components.estimates labor hours for the following mechanical electrical design fabrication piping assembly installation supervisi,0.8309,3899511899,estimator [SEP] jp cullen a wisconsin-based 600 million plus 130-year-old 5th generation family-owned construction management firm is seeking an estimator for our madison and janesville offices. we are growing our talented estimating team to continue to provide accurate and efficient estimates to our clients. jp cullen primarily self-performs work in concrete masonry steel carpentry and equipment setting for clients in the education commercial healthcare and industrial markets. our mission to identify hire train and retain the best people to serve our customers.the estimator s success is determined by high quality takeoffs and estimates tracking historical costs and following processes. individual training on jp cullen s estimating processes and systems will be provided as well as bi-weekl,0.8227,4.333,4.667,0.545,1.409,1.773,1.0,0.273,0.409,0.455,0.682,0.227,0.227,0.0,0.0,0.045,0.136,0.136,0.864,2.636,416.182
658,22,mid,0.364,0.636,0.0,"client, financial, senior, service, services, management, portfolio, manager, risk, structured, finance, hedge",3904951288,senior client service associate [SEP] at talentwealth recruiting we assist independent wealth management firms across the country in hiring top professionals to join their practices. our client a financial advisor practice based in chelmsford ma with another office in bedford nh is seeking an exceptionally sharp motivated and detail-oriented senior client service associate to join their team to provide proactive in-office support to financial advisors and assist with efficient quality client service in a boutique office environment. this client is open to hiring individuals with or without the series 7 and series 66 licenses as long as they have experience supporting a financial advisor directly in the past. this position would be 100 in-office. full time position monday-friday. they offer,0.8077,3900954227,portfolio associate - job #1878 [SEP] client our client is a multi-family office in nyc that manages a substantial amount of capital for a small number of families. they provide wide-ranging investment management and wealth management services to a sophisticated client base. opportunity they are seeking a client portfolio associate based in nyc. the associate will work closely with teammates in investment research client management and operations to help support and deliver a broad range of services to clients that are both investment management-related and wealth management- related. the associate will also assist the client portfolio management team in interfacing directly with both clients and external advisors such as accountants lawyers and bankers. responsibilities support the client,0.8062,3887701410,private wealth associate [SEP] harrison gray search has partnered with a premier investment management firm seeking their next private wealth associate in los angeles. associates are client service professionals who exhibit drive ambition and exceptional communication and relationship-building skills and who in collaboration with financial advisors help propel the growth of the private wealth management platform. this is an exciting and challenging opportunity to partner with advisors to provide asset allocation recommendations capital markets positioning portfolio analytics and wealth and legacy planning for high-net-worth individuals and families. an associate will collaborate and network with senior professionals throughout the firm to fuel career successpartner with financial advisors ,0.8025,3901692736,fso consulting - financial risk management - structured finance - senior [SEP] ey focuses on high-ethical standards and integrity among its employees and expects all candidates to demonstrate these qualities. at ey you ll have the chance to build a career as unique as you are with the global scale support inclusive culture and technology to become the best version of you. and we re counting on your unique voice and perspective to help ey become even better too. join us and build an exceptional experience for yourself and a better working world for all. primary location for this role is in tx. ey is a leader in serving the global financial services marketplace and the only professional services firm with a separate business unit dedicated to the financial services industry the financial ser,0.7913,3898176304,fso consulting - financial risk management - structured finance - staff [SEP] ey focuses on high-ethical standards and integrity among its employees and expects all candidates to demonstrate these qualities. at ey you ll have the chance to build a career as unique as you are with the global scale support inclusive culture and technology to become the best version of you. and we re counting on your unique voice and perspective to help ey become even better too. join us and build an exceptional experience for yourself and a better working world for all. primary location for this role is in tx. ey is a leader in serving the global financial services marketplace and the only professional services firm with a separate business unit dedicated to the financial services industry the financial serv,0.7904,2.0,2.333,0.136,2.455,1.182,1.636,0.364,0.5,0.318,0.773,0.591,0.318,0.0,0.318,0.045,0.227,0.091,0.955,2.773,504.636
